PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Title patch,Title patch status,Title length,No. of titles,Is indexable page
21,https://createmy-qr.com/video-qr-code-generator,"Video QR Code Generator - Free & Custom | CreateMy-QR
Video - Free QR Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"53
51",2,true
21,https://createmy-qr.com/pl/wideo-darmowy-generator-kodow-qr-online,"Generator kodów QR Wideo — bezpłatny i niestandardowy | CreateMy-QR
Wideo - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"67
55",2,true
21,https://createmy-qr.com/hi/onddiyo-muph-t-onnlaain-kyuuaar-kodd-jnrettr,"ऑडियो QR कोड जेनरेटर - मुफ़्त और कस्टम | CreateMy-QR
ऑडियो - मुफ़्त ऑनलाइन क्यूआर कोड जनरेटर - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"52
53",2,true
21,https://createmy-qr.com/sv/streckkodslasare-gratis-qr-kod-generator-online,"Gratis streckkodsläsare online - Skanna UPC & EAN
Streckkodsläsare QR Code Generator - Gratis & anpassad | CreateMy-QR
Streckkodsläsare - Gratis QR-kod Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"49
68
63",3,true
21,https://createmy-qr.com/da/sammenlign-vaerktojer,"Gratis QR Kode Generator Online - CreateMy-QR (No Signup) | Sammenlign værktøjer
types.compare QR Code Generator - Gratis og brugerdefineret | CreateMy-QR
Sammenlign værktøjer | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"80
73
34",3,true
21,https://createmy-qr.com/tr/ucretsiz-cevrimici-qr-kod-olusturucu,"Ücretsiz Çevrimiçi Barkod Oluşturucu - 1D Barkodlar Oluşturun
types.barcode QR Kod Oluşturucu - Ücretsiz ve Özel | CreateMy-QR
barcode - Ücretsiz Çevrimiçi QR Kod Oluşturucu - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"61
64
60",3,true
21,https://createmy-qr.com/fi/vertaa-tyokaluja,"Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR (No Signup) | Vertaa työkaluja
types.compare QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
Vertaa työkaluja | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"82
73
30",3,true
21,https://createmy-qr.com/cs/pripady-pouziti,"Zdarma Online Generátor QR Kódů - CreateMy-QR (No Signup) | Případy použití
types.usecases generátor QR kódu – zdarma a na míru | CreateMy-QR
Případy použití | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"75
65
29",3,true
21,https://createmy-qr.com/hu/rolunk,"Ingyenes Online QR-kód Generátor - CreateMy-QR (No Signup) | Rólunk
types.about QR-kód generátor - ingyenes és egyedi | CreateMy-QR
Rólunk | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"67
63
20",3,true
21,https://createmy-qr.com/hu/crypto-ingyenes-online-qr-kod-generator,"Crypto QR-kód generátor - ingyenes és egyedi | CreateMy-QR
Crypto - Ingyenes Online QR-kód Generátor - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"58
55",2,true
21,https://createmy-qr.com/pl/google-review-darmowy-generator-kodow-qr-online,"Generator kodów QR Recenzja Google — bezpłatny i niestandardowy | CreateMy-QR
Recenzja Google - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"77
65",2,true
21,https://createmy-qr.com/id/discord-generator-qr-code-gratis-online,"Perselisihan Pembuat Kode QR - Gratis & Khusus | CreateMy-QR
Perselisihan - Generator QR Code Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"60
60",2,true
21,https://createmy-qr.com/sv/google-review-gratis-qr-kod-generator-online,"Google Review QR Code Generator - Gratis & anpassad | CreateMy-QR
Google Review - Gratis QR-kod Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"65
60",2,true
21,https://createmy-qr.com/id/spotify-generator-qr-code-gratis-online,"Spotify Pembuat Kode QR - Gratis & Khusus | CreateMy-QR
Spotify - Generator QR Code Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"55
55",2,true
21,https://createmy-qr.com/id/facebook-generator-qr-code-gratis-online,"Facebook Pembuat Kode QR - Gratis & Khusus | CreateMy-QR
Facebook - Generator QR Code Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"56
56",2,true
21,https://createmy-qr.com/es/youtube-generador-de-codigos-qr-gratis-online,"Generador de códigos QR Youtube: gratuito y personalizado | CreateMy-QR
Youtube - Generador de Códigos QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"71
61",2,true
21,https://createmy-qr.com/ro/limbi-acceptate,"Generator de Coduri QR Gratuit Online - CreateMy-QR (No Signup) | Limbi acceptate
types.languages QR Code Generator - Gratuit și personalizat | CreateMy-QR
Limbi acceptate | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"81
73
29",3,true
21,https://createmy-qr.com/id/instagram-generator-qr-code-gratis-online,"Instagram Pembuat Kode QR - Gratis & Khusus | CreateMy-QR
Instagram - Generator QR Code Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"57
57",2,true
21,https://createmy-qr.com/es/escaner-de-codigo-de-barras-generador-de-codigos-qr-gratis-online,"Escáner de códigos de barras gratuito en línea: escanee UPC y EAN
Generador de códigos QR Escáner de código de barras: gratuito y personalizado | CreateMy-QR
Escáner de código de barras - Generador de Códigos QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"65
91
81",3,true
21,https://createmy-qr.com/ja/crypto-wu-liao-qrkodozuo-cheng-zienereta,"暗号 QR コード ジェネレーター - 無料 & カスタム | CreateMy-QR
暗号 - 無料QRコード作成・ジェネレーター - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"43
36",2,true
21,https://createmy-qr.com/tr/google-forms-ucretsiz-cevrimici-qr-kod-olusturucu,"Google Formları QR Kod Oluşturucu - Ücretsiz ve Özel | CreateMy-QR
Google Formları - Ücretsiz Çevrimiçi QR Kod Oluşturucu - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"66
68",2,true
21,https://createmy-qr.com/id/google-forms-generator-qr-code-gratis-online,"Google Formulir Pembuat Kode QR - Gratis & Khusus | CreateMy-QR
Google Formulir - Generator QR Code Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"63
63",2,true
21,https://createmy-qr.com/ru/varianty-ispolzovaniya,"Бесплатный генератор QR-кодов онлайн - CreateMy-QR (No Signup) | Варианты использования
types.usecases Генератор QR-кодов — бесплатный и настраиваемый | CreateMy-QR
Варианты использования | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"87
76
36",3,true
21,https://createmy-qr.com/it/google-review-generatore-di-codici-qr-gratis-online,"Generatore di codici QR Recensione Google - Gratuito e personalizzato | CreateMy-QR
Recensione Google - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"83
71",2,true
21,https://createmy-qr.com/ru/bronirovanie-besplatnyy-generator-qr-kodov-onlayn,"Бронирование Генератор QR-кодов — бесплатный и настраиваемый | CreateMy-QR
Бронирование - Бесплатный генератор QR-кодов онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
65",2,true
21,https://createmy-qr.com/fi/linkki-biossa-ilmainen-qr-koodigeneraattori-netissa,"Linkki Biossa QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
Linkki Biossa - Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
67",2,true
21,https://createmy-qr.com/id/bandingkan-alat,"Generator QR Code Gratis Online - CreateMy-QR (No Signup) | Bandingkan Alat
types.compare Pembuat Kode QR - Gratis & Khusus | CreateMy-QR
Bandingkan Alat | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"75
61
29",3,true
21,https://createmy-qr.com/ar/llgt-lmdaawm,"مولد رمز الاستجابة السريعة مجاني - CreateMy-QR (No Signup) | اللغات المدعومة
types.languages QR Code Generator - مجاني ومخصص | CreateMy-QR
اللغات المدعومة | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"76
61
29",3,true
21,https://createmy-qr.com/fr/wi-fi-generateur-de-code-qr-gratuit-en-ligne,"Générateur de code QR Wi-Fi - Gratuit et personnalisé | CreateMy-QR
Wi-Fi - Générateur de Code QR Gratuit en Ligne - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"67
60",2,true
21,https://createmy-qr.com/el/100-dorean-timologisi,"Δωρεάν Δημιουργία QR Code Online - CreateMy-QR (No Signup) | 100% Δωρεάν Τιμολόγηση
types.pricing QR Code Generator - Δωρεάν & Προσαρμοσμένο | CreateMy-QR
100% Δωρεάν Τιμολόγηση | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"83
70
36",3,true
21,https://createmy-qr.com/pl/tekst-darmowy-generator-kodow-qr-online,"Generator kodów QR Tekst — bezpłatny i niestandardowy | CreateMy-QR
Tekst - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"67
55",2,true
21,https://createmy-qr.com/zh/google-forms-mian-fei-zai-xian-er-wei-ma-sheng-cheng-qi,"谷歌表格 QR 代码生成器 - 免费和自定义 | CreateMy-QR
谷歌表格 - 免费在线二维码生成器 - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"36
31",2,true
21,https://createmy-qr.com/ro/whatsapp-generator-de-coduri-qr-gratuit-online,"WhatsApp QR Code Generator - Gratuit și personalizat | CreateMy-QR
WhatsApp - Generator de Coduri QR Gratuit Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"66
62",2,true
21,https://createmy-qr.com/de/pdf-kostenloser-qr-code-generator-online,"PDF QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
PDF - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"69
56",2,true
21,https://createmy-qr.com/hu/vcard-ingyenes-online-qr-kod-generator,"vCard QR-kód generátor - ingyenes és egyedi | CreateMy-QR
vCard - Ingyenes Online QR-kód Generátor - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"57
54",2,true
21,https://createmy-qr.com/th/linkedin-ekhruue-ngmuue-sraangkhiw-aarokhd-nailnfrii,"ลิงค์อิน เครื่องสร้างโค้ด QR - ฟรีและกำหนดเอง | CreateMy-QR
ลิงค์อิน - เครื่องมือสร้างคิวอาร์โค้ดออนไลน์ฟรี - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"59
61",2,true
21,https://createmy-qr.com/nl/privacybeleid,"Gratis QR Code Generator Online - CreateMy-QR (No Signup) | Privacybeleid
types.privacy QR-codegenerator - gratis en aangepast | CreateMy-QR
Privacybeleid | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
66
27",3,true
21,https://createmy-qr.com/email-qr-code-generator,"Email QR Code Generator - Free & Custom | CreateMy-QR
Email - Free QR Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"53
51",2,true
21,https://createmy-qr.com/zh/huo-dong-mian-fei-zai-xian-er-wei-ma-sheng-cheng-qi,"活动 QR 代码生成器 - 免费和自定义 | CreateMy-QR
活动 - 免费在线二维码生成器 - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"34
29",2,true
21,https://createmy-qr.com/it/url-link-generatore-di-codici-qr-gratis-online,"Generatore di Codici QR Gratis Online - CreateMy-QR (No Signup) | CreateMy-QR
Generatore di Codici QR Gratis Online - CreateMy-QR (No Signup)",text/html; charset=utf-8,false,200,0,0,,,"77
63",2,true
21,https://createmy-qr.com/uk/bezkoshtovniy-generator-qr-kodiv-onlayn-2,"Безкоштовний онлайн-сканер QR-коду - миттєво скануйте QR-код
Генератор QR-коду types.scanqr – безкоштовний і користувацький | CreateMy-QR
scanqr - Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"60
76
61",3,true
21,https://createmy-qr.com/nl/link-in-bio-gratis-qr-code-generator-online,"Link in bio QR-codegenerator - gratis en aangepast | CreateMy-QR
Link in bio - Gratis QR Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"64
59",2,true
21,https://createmy-qr.com/vi/sms-tao-ma-qr-mien-phi-truc-tuyen,"Trình tạo mã QR SMS - Miễn phí & Tùy chỉnh | CreateMy-QR
SMS - Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"56
49",2,true
21,https://createmy-qr.com/ro/eveniment-generator-de-coduri-qr-gratuit-online,"Eveniment QR Code Generator - Gratuit și personalizat | CreateMy-QR
Eveniment - Generator de Coduri QR Gratuit Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"67
63",2,true
21,https://createmy-qr.com/ar/shrwt-lkhdm,"مولد رمز الاستجابة السريعة مجاني - CreateMy-QR (No Signup) | شروط الخدمة
types.terms QR Code Generator - مجاني ومخصص | CreateMy-QR
شروط الخدمة | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"72
57
25",3,true
21,https://createmy-qr.com/uk/arhitektura-bezpeki,"Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR (No Signup) | Архітектура безпеки
Генератор QR-коду types.security – безкоштовний і користувацький | CreateMy-QR
Архітектура безпеки | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"86
78
33",3,true
21,https://createmy-qr.com/ja/amazon-wu-liao-qrkodozuo-cheng-zienereta,"アマゾン QR コード ジェネレーター - 無料 & カスタム | CreateMy-QR
アマゾン - 無料QRコード作成・ジェネレーター - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"45
38",2,true
21,https://createmy-qr.com/no/strekkodeskanner-gratis-qr-kode-generator-online,"Gratis strekkodeskanner på nett - Skann UPC og EAN
Strekkodeskanner QR Code Generator - Gratis og tilpasset | CreateMy-QR
Strekkodeskanner - Gratis QR-kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"50
70
64",3,true
21,https://createmy-qr.com/fr/conditions-d-utilisation,"Générateur de Code QR Gratuit en Ligne - CreateMy-QR (No Signup) | Conditions d'utilisation
Générateur de code QR types.terms - Gratuit et personnalisé | CreateMy-QR
Conditions d'utilisation | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"91
73
38",3,true
21,https://createmy-qr.com/vi/ngon-ngu-duoc-ho-tro,"Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR (No Signup) | Ngôn ngữ được hỗ trợ
Trình tạo mã QR types.languages - Miễn phí & Tùy chỉnh | CreateMy-QR
Ngôn ngữ được hỗ trợ | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"78
68
34",3,true
21,https://createmy-qr.com/ar/ns-mwld-rmz-lstjb-lsryaa-mjny,"نص QR Code Generator - مجاني ومخصص | CreateMy-QR
نص - مولد رمز الاستجابة السريعة مجاني - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"48
51",2,true
21,https://createmy-qr.com/bn/,"CreateMy-QR | সমস্ত QR এবং বারকোড এক জায়গায় টুল
CreateMy-QR | সমস্ত QR এবং বারকোড এক জায়গায় টুল
home - ফ্রি অনলাইন কিউআর কোড জেনারেটর - CreateMy-QR",text/html; charset=utf-8,false,200,0,1,,,"49
49
51",3,true
21,https://createmy-qr.com/zh/yu-ding-mian-fei-zai-xian-er-wei-ma-sheng-cheng-qi,"预订 QR 代码生成器 - 免费和自定义 | CreateMy-QR
预订 - 免费在线二维码生成器 - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"34
29",2,true
21,https://createmy-qr.com/pl/instagram-darmowy-generator-kodow-qr-online,"Generator kodów QR Instagramie — bezpłatny i niestandardowy | CreateMy-QR
Instagramie - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
61",2,true
21,https://createmy-qr.com/de/telefon-kostenloser-qr-code-generator-online,"Telefon QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
Telefon - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
60",2,true
21,https://createmy-qr.com/telegram-qr-code-generator,"Telegram QR Code Generator - Free & Custom | CreateMy-QR
Telegram - Free QR Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"56
54",2,true
21,https://createmy-qr.com/instagram-qr-code-generator,"Instagram QR Code Generator - Free & Custom | CreateMy-QR
Instagram - Free QR Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"57
55",2,true
21,https://createmy-qr.com/vi/dien-thoai-tao-ma-qr-mien-phi-truc-tuyen,"Trình tạo mã QR Điện thoại - Miễn phí & Tùy chỉnh | CreateMy-QR
Điện thoại - Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"63
56",2,true
21,https://createmy-qr.com/fi/video-ilmainen-qr-koodigeneraattori-netissa,"Video QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
Video - Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"65
59",2,true
21,https://createmy-qr.com/ar/mwld-rmz-lstjb-lsryaa-mjny,"مولد باركود مجاني عبر الإنترنت - إنشاء باركود ثنائي الأبعاد
types.barcode QR Code Generator - مجاني ومخصص | CreateMy-QR
barcode - مولد رمز الاستجابة السريعة مجاني - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"59
59
56",3,true
21,https://createmy-qr.com/hi/spotify-muph-t-onnlaain-kyuuaar-kodd-jnrettr,"Spotify QR कोड जेनरेटर - मुफ़्त और कस्टम | CreateMy-QR
Spotify - मुफ़्त ऑनलाइन क्यूआर कोड जनरेटर - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"54
55",2,true
21,https://createmy-qr.com/pl/x-twitter-darmowy-generator-kodow-qr-online,"Generator kodów QR X (Twitter) — bezpłatny i niestandardowy | CreateMy-QR
X (Twitter) - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
61",2,true
21,https://createmy-qr.com/cs/x-twitter-zdarma-online-generator-qr-kodu,"X (Twitter) generátor QR kódu – zdarma a na míru | CreateMy-QR
X (Twitter) - Zdarma Online Generátor QR Kódů - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"62
59",2,true
21,https://createmy-qr.com/tr/gizlilik-politikasi,"Ücretsiz Çevrimiçi QR Kod Oluşturucu - CreateMy-QR (No Signup) | Gizlilik Politikası
types.privacy QR Kod Oluşturucu - Ücretsiz ve Özel | CreateMy-QR
Gizlilik Politikası | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"84
64
33",3,true
21,https://createmy-qr.com/th/vcard-ekhruue-ngmuue-sraangkhiw-aarokhd-nailnfrii,"vCard เครื่องสร้างโค้ด QR - ฟรีและกำหนดเอง | CreateMy-QR
vCard - เครื่องมือสร้างคิวอาร์โค้ดออนไลน์ฟรี - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"56
58",2,true
21,https://createmy-qr.com/id/100-harga-gratis,"Generator QR Code Gratis Online - CreateMy-QR (No Signup) | 100% Harga Gratis
types.pricing Pembuat Kode QR - Gratis & Khusus | CreateMy-QR
100% Harga Gratis | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"77
61
31",3,true
21,https://createmy-qr.com/fr/crypto-generateur-de-code-qr-gratuit-en-ligne,"Générateur de code QR Cryptographie - Gratuit et personnalisé | CreateMy-QR
Cryptographie - Générateur de Code QR Gratuit en Ligne - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"75
68",2,true
21,https://createmy-qr.com/el/facebook-dorean-dimioyrgia-qr-code-online,"Facebook QR Code Generator - Δωρεάν & Προσαρμοσμένο | CreateMy-QR
Facebook - Δωρεάν Δημιουργία QR Code Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"65
57",2,true
21,https://createmy-qr.com/nl/snapchat-gratis-qr-code-generator-online,"Snapchat QR-codegenerator - gratis en aangepast | CreateMy-QR
Snapchat - Gratis QR Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"61
56",2,true
21,https://createmy-qr.com/ms/pengimbas-kod-bar-penjana-kod-qr-percuma-dalam-talian,"Pengimbas Kod Bar Percuma Dalam Talian - Imbas UPC & EAN
Penjana Kod QR Pengimbas Kod Bar - Percuma & Tersuai | CreateMy-QR
Pengimbas Kod Bar - Penjana Kod QR Percuma Dalam Talian - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"56
66
69",3,true
21,https://createmy-qr.com/no/tiktok-gratis-qr-kode-generator-online,"TikTok QR Code Generator - Gratis og tilpasset | CreateMy-QR
TikTok - Gratis QR-kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"60
54",2,true
21,https://createmy-qr.com/da/understottede-sprog,"Gratis QR Kode Generator Online - CreateMy-QR (No Signup) | Understøttede sprog
types.languages QR Code Generator - Gratis og brugerdefineret | CreateMy-QR
Understøttede sprog | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"79
75
33",3,true
21,https://createmy-qr.com/pl/linkedin-darmowy-generator-kodow-qr-online,"Generator kodów QR LinkedIn — bezpłatny i niestandardowy | CreateMy-QR
LinkedIn - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"70
58",2,true
21,https://createmy-qr.com/ro/rezervare-generator-de-coduri-qr-gratuit-online,"Rezervare QR Code Generator - Gratuit și personalizat | CreateMy-QR
Rezervare - Generator de Coduri QR Gratuit Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"67
63",2,true
21,https://createmy-qr.com/no/fil-gratis-qr-kode-generator-online,"Fil QR Code Generator - Gratis og tilpasset | CreateMy-QR
Fil - Gratis QR-kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"57
51",2,true
21,https://createmy-qr.com/th/lingainaibo-ekhruue-ngmuue-sraangkhiw-aarokhd-nailnfrii,"ลิ้งในไบโอ เครื่องสร้างโค้ด QR - ฟรีและกำหนดเอง | CreateMy-QR
ลิ้งในไบโอ - เครื่องมือสร้างคิวอาร์โค้ดออนไลน์ฟรี - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"61
63",2,true
21,https://createmy-qr.com/hi/hmaare-baare-men,"मुफ़्त ऑनलाइन क्यूआर कोड जनरेटर - CreateMy-QR (No Signup) | हमारे बारे में
types.about QR कोड जेनरेटर - मुफ़्त और कस्टम | CreateMy-QR
हमारे बारे में | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
58
28",3,true
21,https://createmy-qr.com/hu/x-twitter-ingyenes-online-qr-kod-generator,"X / Twitter QR-kód generátor - ingyenes és egyedi | CreateMy-QR
X / Twitter - Ingyenes Online QR-kód Generátor - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"63
60",2,true
21,https://createmy-qr.com/uk/sms-bezkoshtovniy-generator-qr-kodiv-onlayn,"Генератор QR-коду SMS – безкоштовний і користувацький | CreateMy-QR
SMS - Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"67
58",2,true
21,https://createmy-qr.com/no/brukstilfeller,"Gratis QR-kode Generator Online - CreateMy-QR (No Signup) | Brukstilfeller
types.usecases QR Code Generator - Gratis og tilpasset | CreateMy-QR
Brukstilfeller | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
68
28",3,true
21,https://createmy-qr.com/id/crypto-generator-qr-code-gratis-online,"Kripto Pembuat Kode QR - Gratis & Khusus | CreateMy-QR
Kripto - Generator QR Code Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"54
54",2,true
21,https://createmy-qr.com/it/telefono-generatore-di-codici-qr-gratis-online,"Generatore di codici QR Telefono - Gratuito e personalizzato | CreateMy-QR
Telefono - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
62",2,true
21,https://createmy-qr.com/da/stregkodescanner-gratis-qr-kode-generator-online,"Gratis stregkodescanner online - Scan UPC & EAN
Stregkodescanner QR Code Generator - Gratis og brugerdefineret | CreateMy-QR
Stregkodescanner - Gratis QR Kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"47
76
64",3,true
21,https://createmy-qr.com/pt/app-store-gerador-de-codigo-qr-gratis-online,"Gerador de código QR Loja de aplicativos - gratuito e personalizado | CreateMy-QR
Loja de aplicativos - Gerador de Código QR Grátis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"81
70",2,true
21,https://createmy-qr.com/ko/hoesa-sogae,"무료 온라인 QR 코드 생성기 - CreateMy-QR (No Signup) | 회사 소개
types.about QR 코드 생성기 - 무료 및 사용자 정의 | CreateMy-QR
회사 소개 | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"50
49
19",3,true
21,https://createmy-qr.com/da/video-gratis-qr-kode-generator-online,"Video QR Code Generator - Gratis og brugerdefineret | CreateMy-QR
Video - Gratis QR Kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"65
53",2,true
21,https://createmy-qr.com/hi/baayo-men-link-muph-t-onnlaain-kyuuaar-kodd-jnrettr,"बायो में लिंक QR कोड जेनरेटर - मुफ़्त और कस्टम | CreateMy-QR
बायो में लिंक - मुफ़्त ऑनलाइन क्यूआर कोड जनरेटर - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"60
61",2,true
21,https://createmy-qr.com/el/barcode-scanner-dorean-dimioyrgia-qr-code-online,"Δωρεάν Online Scanner Barcode - Σάρωση UPC & EAN
Barcode Scanner QR Code Generator - Δωρεάν & Προσαρμοσμένο | CreateMy-QR
Barcode Scanner - Δωρεάν Δημιουργία QR Code Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"48
72
64",3,true
21,https://createmy-qr.com/el/email-dorean-dimioyrgia-qr-code-online,"Email QR Code Generator - Δωρεάν & Προσαρμοσμένο | CreateMy-QR
Email - Δωρεάν Δημιουργία QR Code Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"62
54",2,true
21,https://createmy-qr.com/ru/google-review-besplatnyy-generator-qr-kodov-onlayn,"Обзор Google Генератор QR-кодов — бесплатный и настраиваемый | CreateMy-QR
Обзор Google - Бесплатный генератор QR-кодов онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
65",2,true
21,https://createmy-qr.com/vi/lien-ket-trong-bio-tao-ma-qr-mien-phi-truc-tuyen,"Trình tạo mã QR Liên kết trong Bio - Miễn phí & Tùy chỉnh | CreateMy-QR
Liên kết trong Bio - Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"71
64",2,true
21,https://createmy-qr.com/da/beliggenhed-gratis-qr-kode-generator-online,"Beliggenhed QR Code Generator - Gratis og brugerdefineret | CreateMy-QR
Beliggenhed - Gratis QR Kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"71
59",2,true
21,https://createmy-qr.com/da/youtube-gratis-qr-kode-generator-online,"YouTube QR Code Generator - Gratis og brugerdefineret | CreateMy-QR
YouTube - Gratis QR Kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"67
55",2,true
